sid,longitude,latitude,stype,fwy,direc,abs_pm,state_pm
1122763,-117.156607,32.764805,FF,8,W,4.819,2.862
1122814,-117.209556,32.797157,FR,5,N,22.637,22.746
1122925,-117.083901,32.992818,HV,15,S,21.818,21.571
1122928,-117.113294,32.734846,ML,805,N,14.701,14.85
1122929,-117.113512,32.734636,ML,805,S,14.703,14.852
1122942,-117.117751,32.716837,ML,15,N,1.829,2.227
1122945,-117.117869,32.715149,FF,15,S,1.703,2.111
1122948,-117.117717,32.715164,FR,15,N,1.714,2.112
1122951,-117.129104,32.713706,ML,94,E,1.08,2.496
1122956,-117.129847,32.713724,ML,94,W,1.083,2.499
1122962,-117.082847,32.98507,HV,15,N,21.309,21.052
1123002,-117.090496,32.972061,ML,15,N,20.311,20.054
1123003,-117.090848,32.972191,ML,15,S,20.304,20.057
1123006,-117.083901,32.992818,ML,15,S,21.818,21.571
1123013,-117.09048,32.972086,HV,15,N,20.313,20.056
1123029,-117.082852,32.985041,ML,15,N,21.307,21.05
1123030,-117.083408,32.992706,ML,15,N,21.832,21.575
1123031,-117.083216,32.985192,ML,15,S,21.298,21.051
1123114,-117.111361,32.74312,ML,15,S,3.76,4.168
1123124,-117.126908,32.760722,ML,805,S,16.678,16.827
1123133,-117.088642,32.595115,ML,5,N,5.326,5.416
1123134,-117.088901,32.59507,ML,5,S,5.324,5.414
1123135,-117.088638,32.595086,FR,5,N,5.324,5.414
1123148,-117.100788,33.118733,HV,15,N,31.157,30.9
1123159,-117.10084,33.118823,FR,15,N,31.164,30.907
1123165,-117.111847,32.733487,ML,15,N,3.059,3.457
1123176,-117.114371,32.737597,FF,805,N,14.901,15.05
1123179,-117.111847,32.733487,FR,15,N,3.059,3.457
1123210,-117.116526,32.740965,ML,805,S,15.172,15.321
1123261,-116.950744,32.564112,ML,905,W,7.613,10.461
1123270,-116.950855,32.563837,ML,905,E,7.598,10.462
1123276,-116.969279,32.564373,ML,905,W,6.533,9.381
1123282,-116.969401,32.56407,ML,905,E,6.518,9.382
1123287,-116.977872,32.564408,ML,905,W,6.033,8.881
1123300,-116.978,32.56412,OR,905,E,6.016,8.88
1123302,-116.978,32.56412,ML,905,E,6.016,8.88
1123308,-116.978,32.56412,FR,905,E,6.016,8.88
1123312,-116.939675,32.554822,FR,905,E,8.526,11.39
1123327,-116.964767,32.564358,OR,905,W,6.792,9.64
1123331,-117.111203,32.670525,OR,5,N,10.713,10.816
1125196,-117.119934,32.956215,FR,56,E,8.173,7.671
1125201,-117.119934,32.956215,ML,56,E,8.173,7.671
1125207,-117.152094,32.958196,ML,56,E,6.173,6.173
1125210,-117.152094,32.958196,FR,56,E,6.173,6.173
1125216,-117.152094,32.958196,OR,56,E,6.173,6.173
1125219,-117.152079,32.958567,ML,56,W,6.175,6.175
1125257,-117.078646,32.662857,FF,805,S,9.097,9.246
1125265,-117.104439,33.125235,ML,15,S,31.644,31.397
1125307,-117.112773,32.887582,FR,15,S,14.121,13.874
1125309,-117.281927,33.037208,FR,5,N,40.577,40.686
1125314,-117.281927,33.037208,ML,5,N,40.577,40.686
1125318,-117.116585,32.90925,HV,15,S,15.652,15.405
1125321,-117.099502,33.116028,HV,15,S,30.946,30.699
1125324,-117.099399,33.116411,HV,15,N,30.977,30.72
1125348,-117.027502,32.568341,ML,905,W,3.082,5.907
1125353,-117.004472,32.566603,ML,905,W,4.449,7.297
1125359,-116.988059,32.565082,ML,905,W,5.437,8.285
1125380,,,ML,52,W,14.772,14.772
1125383,,,FF,52,W,14.756,14.756
1125457,-117.094637,32.691156,ML,805,N,11.293,11.442
1125459,-117.094637,32.691156,FR,805,N,11.293,11.442
1125461,-117.094646,32.691184,HV,805,N,11.295,11.444
1125463,-117.094893,32.69111,HV,805,S,11.294,11.443
1125469,-117.115932,32.688981,ML,5,N,12.114,12.217
1125472,-117.115972,32.689009,FF,5,N,12.117,12.22
1125476,-116.913303,32.815961,OR,8,E,21.057,19.1
1125486,-117.082787,33.092857,HV,15,N,29.081,28.824
1125503,-117.072744,33.08147,HV,15,S,28.087,27.84
1125507,-117.063149,32.649166,HV,805,N,7.777,7.926
1125527,-117.101272,32.962525,ML,56,E,9.327,8.825
1125531,-117.101859,32.962672,ML,56,W,9.302,8.8
1125543,-117.113729,32.958653,OR,56,W,8.565,8.063
1125546,-117.113729,32.958653,ML,56,W,8.565,8.063
1125548,-117.113729,32.958653,FR,56,W,8.565,8.063
1125559,-117.113436,32.958444,ML,56,E,8.563,8.061
1125562,-117.113436,32.958444,FR,56,E,8.563,8.061
1125575,-117.128361,32.954374,ML,56,W,7.661,7.159
1125605,-117.128421,32.954033,OR,56,E,7.659,7.157
1125610,-117.13337,32.953397,ML,56,E,7.366,6.864
1125631,-117.193087,32.952754,ML,56,W,3.19,3.19
1125668,-117.220084,32.940727,ML,56,E,1.4,1.4
1125672,-117.221888,32.940106,ML,56,W,1.289,1.289
1125680,-117.235209,32.934775,OR,56,E,0.42,0.42
1125684,-117.235209,32.934775,FR,56,E,0.42,0.42
1125689,-117.235209,32.934775,ML,56,E,0.42,0.42
1125712,-117.21295,32.944548,OR,56,E,1.891,1.891
1125721,-117.177396,32.965955,ML,56,E,4.522,4.522
1125733,-117.155172,32.960096,ML,56,E,5.95,5.95
1125737,-117.197404,32.950976,ML,56,E,2.909,2.909
1125769,-117.207148,32.891027,ML,805,S,26.987,27.136
1125772,-117.207148,32.891027,FR,805,S,26.987,27.136
1125775,-117.207148,32.891027,HV,805,S,26.987,27.136
1125788,-117.207699,32.891634,HV,805,N,27.046,27.195
1125794,-116.982231,32.56415,ML,905,E,5.77,8.634
1125799,-116.988199,32.564763,ML,905,E,5.422,8.286
1125805,-117.004599,32.566314,ML,905,E,4.434,7.298
1125812,-117.027365,32.56827,ML,905,E,3.077,5.906
1125813,-117.027365,32.56827,FR,905,E,3.077,5.906
1125835,-117.017135,32.566988,ML,905,E,3.691,6.555
1125836,-117.035356,32.568009,ML,905,E,2.611,5.44
1125859,-117.108491,32.868193,FR,15,S,12.716,12.469
1125865,-117.076716,33.086691,ML,15,S,28.516,28.269
1125872,-117.076377,33.086753,ML,15,N,28.525,28.268
1125886,-117.090041,33.100535,ML,15,N,29.755,29.498
1125892,-117.039395,32.57282,FF,805,N,1.982,2.131
1125925,-117.091828,32.686782,ML,805,N,10.942,11.091
1125928,-117.09211,32.686682,FR,805,S,10.942,11.091
1125932,-117.092156,32.686725,HV,805,S,10.946,11.095
1125934,-117.085209,32.678064,HV,805,S,10.214,10.363
1125936,-117.084906,32.678136,HV,805,N,10.213,10.362
1125938,-117.082706,32.672863,HV,805,S,9.827,9.976
1125944,-117.082415,32.672952,ML,805,N,9.828,9.977
1125948,-117.078636,32.662845,HV,805,S,9.096,9.245
1125953,-117.078523,32.663149,FR,805,N,9.099,9.248
1125958,-117.078485,32.6631,ML,805,N,9.095,9.244
1125962,-117.075553,32.659268,HV,805,S,8.791,8.94
1125965,-117.075556,32.659692,HV,805,N,8.816,8.965
1125969,-117.076121,32.659909,HV,805,S,8.846,8.995
1125972,-117.068186,32.651417,HV,805,S,8.103,8.252
1125978,-117.044679,32.630662,HV,805,S,6.065,6.214
1125981,-117.049916,32.636743,HV,805,S,6.593,6.742
1125984,-117.049615,32.636888,HV,805,N,6.594,6.743
1125987,-117.168507,32.832144,FR,805,N,22.309,22.458
1125989,-117.060512,32.647291,HV,805,S,7.572,7.721
1125991,-117.054641,32.639629,HV,805,S,6.935,7.084
1125993,-117.054326,32.639775,HV,805,N,6.934,7.083
1126006,-117.075966,32.659734,ML,805,S,8.831,8.98
1126016,-117.114845,33.129097,ML,78,E,15.911,15.915
1126022,-117.114803,33.12936,ML,78,W,15.911,15.915
1126027,-117.109376,33.126865,ML,78,E,16.263,16.267
1126035,-117.109382,33.127065,ML,78,W,16.263,16.267
1126036,-117.109335,33.127047,FF,78,W,16.266,16.27
1126037,-117.109303,33.127036,FR,78,W,16.268,16.272
1126175,-117.174848,32.842493,ML,805,N,23.111,23.26
1126184,-117.177909,32.847538,ML,805,N,23.501,23.65
1126231,-117.159014,33.329945,OR,15,N,46.657,46.4
1126235,-117.159014,33.329945,FR,15,N,46.657,46.4
1126247,-117.039709,32.572773,FR,805,S,1.977,2.126
1126253,-117.087957,32.842684,ML,52,E,9.271,9.271
1126257,-117.234727,32.837451,ML,52,E,0.301,0.301
1126272,-117.085196,32.678037,OR,805,S,10.212,10.361
1126275,-117.085196,32.678037,FR,805,S,10.212,10.361
1126292,-117.133374,32.953681,ML,56,W,7.364,6.862
1126293,-117.133374,32.953681,FR,56,W,7.364,6.862
1126294,-117.133374,32.953681,OR,56,W,7.364,6.862
1126297,-117.17794,32.847589,FF,805,N,23.505,23.654
1126301,-117.184366,32.857517,HV,805,S,24.286,24.435
1126303,-117.184894,32.858929,HV,805,N,24.386,24.535
1126306,-117.192527,32.867111,HV,805,S,25.101,25.25
1126309,-117.192341,32.86726,HV,805,N,25.103,25.252
1126311,-117.199475,32.875214,HV,805,S,25.791,25.94
1126313,-117.199713,32.876477,HV,805,N,25.876,26.025
1126319,-117.201619,32.881653,ML,805,S,26.251,26.4
1126321,-117.201375,32.881874,HV,805,N,26.261,26.41
1126323,-117.201704,32.881936,HV,805,S,26.271,26.42
1126327,-117.207316,32.891152,HV,805,S,27.0,27.149
1126331,-117.207213,32.891358,FR,805,N,27.012,27.161
1126368,-117.038084,32.578428,ML,805,N,2.375,2.524
1126373,-117.069682,32.727761,ML,94,E,4.854,6.27
1126405,-117.206677,32.770668,OR,5,N,20.758,20.867
1126411,-117.206677,32.770668,ML,5,N,20.758,20.867
1126419,-117.206423,32.768531,OR,5,S,20.611,20.72
1126426,-117.206423,32.768531,ML,5,S,20.611,20.72
1126432,-117.236368,33.268486,ML,76,W,10.275,10.282
1126435,-117.236237,33.269193,ML,76,E,10.325,10.332
1126439,-117.241762,33.254688,ML,76,E,9.183,9.162
1126442,-117.241748,33.254696,ML,76,W,9.184,9.163
1126447,-117.225515,33.290768,ML,76,E,12.15,12.157
1126451,-117.225513,33.290782,ML,76,W,12.151,12.158
1126455,-116.962176,32.836578,ML,67,S,2.325,2.325
1126458,-116.962176,32.836578,FF,67,S,2.325,2.325
1126462,-116.961862,32.826336,ML,67,S,1.621,1.621
1126465,-116.961865,32.826379,FF,67,S,1.624,1.624
1126470,-116.961871,32.836541,ML,67,N,2.326,2.326
1126472,-116.961872,32.83657,FF,67,N,2.328,2.328
1126476,-116.961614,32.82632,ML,67,N,1.62,1.62
1126479,-116.961614,32.82632,FF,67,N,1.62,1.62
1126484,-116.949472,32.563648,ML,11,E,0.304,0.244
1126497,-116.949606,32.564398,ML,11,W,0.135,0.245
1126505,-116.942823,32.564077,ML,11,W,0.53,0.64
1126513,-116.938179,32.564034,OR,11,W,0.8,0.9
1126517,-116.938179,32.564034,ML,11,W,0.8,0.9
1126520,-117.035201,32.568008,FF,905,E,2.62,5.449
1126522,-117.035166,32.568008,FR,905,E,2.622,5.451
1126526,-117.035373,32.568319,ML,905,W,2.623,5.448
1126528,-117.035356,32.568319,FF,905,W,2.624,5.449
1126531,-117.035356,32.568319,FF,905,W,2.624,5.449
1126534,-117.20716,32.891037,HV,805,S,26.988,27.137
1126544,-117.10266,32.724289,OR,805,N,13.719,13.868
1126548,-117.10266,32.724289,FR,805,N,13.719,13.868
1126553,-117.10266,32.724289,ML,805,N,13.719,13.868
1126556,-117.102656,32.724275,FF,805,N,13.718,13.867
1126575,-117.055734,32.854113,ML,52,W,11.4,11.4
1126583,-117.030492,32.848883,ML,52,E,12.921,12.921
1126587,-117.075685,32.848323,ML,52,E,10.1,10.1
1126594,-117.344387,33.167741,FR,5,N,50.342,50.451
1126596,-117.177932,32.847577,HV,805,N,23.504,23.653
1126599,-117.207685,32.891626,HV,805,N,27.045,27.194
1126601,-117.204938,32.889118,HV,805,S,26.803,26.952
1126605,-117.201353,32.881804,HV,805,N,26.256,26.405
1126614,-117.255119,32.987715,ML,5,N,36.719,36.828
1126631,-117.117157,32.84837,HV,15,S,11.25,11.079
1126633,-117.116631,32.848425,HV,15,N,11.262,11.081
1126645,-117.070333,32.653505,OR,805,S,8.293,8.442
1126722,-117.159131,33.357354,ML,15,S,48.528,48.281
1126738,-117.025624,32.84345,OR,52,E,13.402,13.402
1126762,-116.939675,32.554822,OR,905,E,8.526,11.39
1126770,-117.051468,32.853459,ML,52,W,11.651,11.651
1126778,-117.07319,32.850718,ML,52,W,10.301,10.301
1126781,-117.039655,32.618793,OR,805,S,5.196,5.345
1126790,-117.039649,32.618779,ML,805,S,5.195,5.344
1126791,-117.039649,32.618779,FR,805,S,5.195,5.344
1126792,-117.039649,32.618779,HV,805,S,5.195,5.344
1126812,-117.10807,33.166231,ML,15,S,34.52,34.273
1126849,-117.213732,33.303867,ML,76,W,13.336,13.343
1126852,-117.213732,33.303867,ML,76,E,13.336,13.343
1126856,-117.21372,33.303877,ML,76,W,13.337,13.344
1126859,-117.21372,33.303877,ML,76,E,13.337,13.344
1126864,-117.124841,32.694108,ML,5,S,12.748,12.851
1126965,-117.001957,32.778355,FR,8,E,14.308,12.351
1126968,-117.001957,32.778355,OR,8,E,14.308,12.351
1126974,-117.016817,32.772582,ML,8,E,13.357,11.4
1126977,-117.016817,32.772582,FR,8,E,13.357,11.4
1126979,-117.016817,32.772582,OR,8,E,13.357,11.4
1127026,-117.010577,32.774956,ML,8,E,13.758,11.801
1127030,-117.591561,33.393542,FR,5,N,72.021,72.13
1127045,-117.157839,33.332408,ML,76,W,17.411,17.42
1127052,-117.094988,32.780008,ML,8,E,8.615,6.658
1127087,-117.076046,32.723666,FR,94,E,4.384,5.8
1127089,-117.234107,32.836089,FR,5,S,25.739,25.848
1127123,-117.22684,32.908625,ML,5,S,30.891,31.0
1127143,-117.147113,32.712839,OR,94,E,0.024,1.44
1127146,-117.147113,32.712839,FR,94,E,0.024,1.44
1127151,-117.26477,33.010571,OR,5,N,38.451,38.56
1127164,-117.113619,32.857558,ML,163,N,10.649,11.2
1127191,-117.152415,32.837528,FR,52,E,5.473,5.473
1127195,-117.206677,32.770668,FR,5,N,20.758,20.867
1100333,-117.26453,33.010364,FR,5,N,38.431,R38.54
1100424,-117.036153,32.773434,FR,8,E,12.157,10.2
1100438,-117.036798,32.773478,FR,8,W,12.111,10.154
1100442,-117.017569,32.772389,FR,8,W,13.308,11.351
1100542,-117.116607,32.901576,FR,15,S,15.123,M14.876
1100790,-117.142066,32.830482,FR,163,S,8.067,8.665
1100792,-117.140186,32.833609,FR,163,S,8.308,8.906
1100805,-117.09462,32.6911,FR,805,N,11.289,11.438
1100823,-117.125123,32.756285,FR,805,N,16.351,16.5
1108148,-117.116607,32.901576,ML,15,S,15.123,M14.876
1108335,-117.036798,32.773478,OR,8,W,12.111,10.154
1108336,-117.036798,32.773478,ML,8,W,12.111,10.154
1108337,-117.036798,32.773478,OR,8,W,12.111,10.154
1108338,-117.017569,32.772389,OR,8,W,13.308,11.351
1108339,-117.017569,32.772389,ML,8,W,13.308,11.351
1108340,-117.017569,32.772389,OR,8,W,13.308,11.351
1108360,-117.02113,32.770932,ML,8,E,13.077,11.12
1108361,-117.02113,32.770932,OR,8,E,13.077,11.12
1108362,-117.02113,32.770932,OR,8,E,13.077,11.12
1108363,-117.036153,32.773434,ML,8,E,12.157,10.2
1108364,-117.036153,32.773434,OR,8,E,12.157,10.2
1108365,-117.036153,32.773434,OR,8,E,12.157,10.2
1108403,-117.125123,32.756285,ML,805,N,16.351,16.5
1108427,-117.086978,32.978318,ML,15,S,20.784,M20.537
1108428,-117.086978,32.978318,OR,15,S,20.784,M20.537
1108433,-117.244285,32.952396,OR,5,S,34.164,R34.306
1108447,-117.09462,32.6911,OR,805,N,11.289,11.438
1108481,-117.140186,32.833609,ML,163,S,8.308,8.906
1108482,-117.140186,32.833609,OR,163,S,8.308,8.906
1108514,-117.26453,33.010364,ML,5,N,38.431,R38.54
1108515,-117.26453,33.010364,OR,5,N,38.431,R38.54
1108518,-117.116607,32.901576,OR,15,S,15.123,M14.876
1108671,-117.228887,32.874015,OR,5,N,28.453,R28.562
1108675,-117.112866,32.780534,FF,15,N,6.448,R6.267
1108676,-117.112857,32.780507,ML,15,N,6.446,R6.265
1108677,-117.112857,32.780507,OR,15,N,6.446,R6.265
1111545,-117.102692,32.714727,ML,805,S,13.06,13.209
1113402,-117.145021,32.713382,OR,94,W,0.155,1.571
1113491,-117.086978,32.978318,FR,15,S,20.784,M20.537
1113641,-117.086173,33.132227,CH,78,E,17.728,T17.681
1114177,-117.133738,32.840942,ML,52,E,6.591,6.591
1115297,-117.373276,33.200828,OR,5,N,53.19,R53.299
1115356,-117.195181,32.760503,ML,8,E,2.494,R.537
1115517,-117.188706,32.75994,ML,8,W,2.877,R.92
1116029,-117.143776,32.82694,CD,163,N,7.852,8.403
1117836,-117.163512,32.823888,ML,805,N,21.671,21.82
1118924,-117.129439,32.76825,ML,805,N,17.215,17.364
1118941,-117.112218,32.778656,ML,15,N,6.313,R6.132
1118983,-117.145021,32.713382,FR,94,W,0.155,1.571
1118989,-117.145021,32.713382,ML,94,W,0.155,1.571
1119432,-117.145021,32.713382,FF,94,W,0.155,1.571
1119607,-117.163512,32.823888,OR,805,N,21.671,21.82
1119608,-117.163512,32.823888,FR,805,N,21.671,21.82
1119699,-117.120609,32.705928,ML,15,S,1.057,R.919
1119865,-117.280848,33.035624,ML,5,N,40.451,R40.56
1119871,-117.285978,33.044769,ML,5,N,41.154,R41.263
1120040,-117.068162,32.651396,ML,805,S,8.101,8.25
1120081,-117.175156,32.842376,ML,805,S,23.112,23.261
1120424,-117.067889,32.651582,FF,805,N,8.101,8.25
1121045,-117.081048,33.004995,HV,15,S,22.684,M22.437
1121051,-117.079472,33.017351,HV,15,S,23.553,M23.306
1121074,-117.112588,32.778992,ML,15,S,6.329,R6.158
1121077,-117.103908,32.778933,FF,8,W,8.089,6.132
1121079,-117.112483,32.778672,FF,15,S,6.306,R6.135
1121083,-117.103861,32.778723,FF,8,E,8.09,6.133
1121085,-117.112281,32.778839,FR,15,N,6.326,R6.145
1121138,-117.074391,33.041758,HV,15,S,25.276,M25.029
1121147,-117.068991,33.06162,HV,15,N,26.704,M26.447
1121154,-117.070043,33.074033,HV,15,N,27.562,M27.305
1121161,-117.072669,33.050228,HV,15,N,25.888,M25.631
1121168,-117.077052,33.034338,HV,15,N,24.752,M24.495
1121281,-117.129462,32.768289,FF,805,N,17.218,17.367
1121288,-117.129693,32.76816,ML,805,S,17.216,17.365
1121291,-117.129693,32.76816,FF,805,S,17.216,17.365
1121671,-116.914979,33.008982,CH,67,S,20.313,R20.851
1121728,-117.540736,33.362845,ML,5,S,68.279,R68.451
1121740,-117.592254,33.394031,ML,5,S,72.008,R72.18
1121754,-117.154451,33.317195,ML,15,S,45.708,R45.461
1121777,-117.112274,32.842001,ML,52,W,7.841,7.841
1121800,-117.06789,32.853511,ML,52,E,10.681,10.681
1122116,-117.080802,33.090484,HV,15,S,28.869,R28.622
1122380,-116.963594,32.564065,ML,905,E,6.856,9.72
1122381,-116.963594,32.564065,FR,905,E,6.856,9.72
1122382,-116.963594,32.564065,OR,905,E,6.856,9.72
1122394,-116.961909,32.564336,ML,905,W,6.962,9.81
1122395,-116.961909,32.564336,OR,905,W,6.962,9.81
1122762,-117.099443,32.959085,HV,15,S,19.269,M19.022
1122781,-117.093374,32.841757,ML,52,W,8.945,8.945
1122788,-117.093274,32.841779,ML,52,W,8.951,8.951
1122789,-117.093106,32.84154,ML,52,E,8.961,8.961
1122926,-117.083403,32.992662,HV,15,N,21.829,M21.572
1122967,-117.083206,32.98522,HV,15,S,21.3,M21.053
1123014,-117.09084,32.972204,HV,15,S,20.305,M20.058
1123086,-117.227453,32.888657,ML,5,N,29.465,R29.574
1123155,-117.10114,33.118768,HV,15,S,31.157,R30.91
1123256,-116.944559,32.560935,ML,905,W,8.042,10.89
1123265,-116.944829,32.560777,ML,905,E,8.016,10.88
1125230,-117.125123,32.756285,OR,805,N,16.351,16.5
1125276,-117.1085,32.868166,HV,15,S,12.714,M12.467
1125288,-117.114211,32.927612,HV,15,S,16.924,M16.677
1125395,-116.961909,32.564336,FR,905,W,6.962,9.81
1125410,-116.982135,32.56444,ML,905,W,5.785,8.633
1125411,-116.982135,32.56444,FR,905,W,5.785,8.633
1125412,-116.982135,32.56444,OR,905,W,5.785,8.633
1125505,-117.044355,32.630696,HV,805,N,6.064,6.213
1125821,-117.017043,32.567245,OR,905,W,3.705,6.553
1125825,-117.017043,32.567245,FR,905,W,3.705,6.553
1125829,-117.017043,32.567245,ML,905,W,3.705,6.553
1125916,-117.1027,32.714755,HV,805,S,13.062,13.211
1125918,-117.095209,32.704166,HV,805,S,12.199,12.348
1125920,-117.094877,32.704285,HV,805,N,12.202,12.351
1125931,-117.091889,32.686833,HV,805,N,10.947,11.096
1125946,-117.082421,32.672966,HV,805,N,9.829,9.978
1125950,-117.078513,32.663137,HV,805,N,9.098,9.247
1125960,-117.075504,32.659634,HV,805,N,8.811,8.96
1126191,-117.178139,32.847433,ML,805,S,23.501,23.65
1126244,-117.114149,32.925766,HV,15,N,16.808,M16.551
1126336,-117.201747,32.882077,HV,805,S,26.281,26.43
1126354,-117.070975,32.654579,HV,805,N,8.376,8.525
1126561,-117.111246,32.86353,HV,163,S,10.853,R11.451
1126627,-117.178155,32.847458,HV,805,S,23.503,23.652
1126671,-117.109094,32.763395,ML,15,N,5.214,M5.612
1126672,-117.109432,32.763403,ML,15,S,5.205,M5.613
1126679,-117.112061,32.887474,HV,15,N,14.115,M13.858
1126683,-117.112773,32.887582,HV,15,S,14.121,M13.874
1126688,-117.102564,32.952911,HV,15,N,18.817,M18.56
1126693,-117.10292,32.953023,HV,15,S,18.804,M18.557
1126696,-117.076401,33.086775,HV,15,N,28.527,M28.27
1126699,-117.076716,33.086691,HV,15,S,28.516,M28.269
1126702,-117.090049,33.100548,HV,15,N,29.756,R29.499
1127007,-117.227453,32.888657,OR,5,N,29.465,R29.574
1127014,-117.227453,32.888657,FR,5,N,29.465,R29.574
1127068,-117.227609,32.889666,OR,5,S,29.534,R29.643
1127072,-117.227609,32.889666,FR,5,S,29.534,R29.643
1127077,-117.227609,32.889666,ML,5,S,29.534,R29.643
1127097,-117.228887,32.874015,ML,5,N,28.453,R28.562
1127114,-117.22668,32.909039,ML,805,N,28.651,28.8
1127118,,,ML,805,S,28.651,28.8
1127171,-117.113619,32.857558,HV,163,N,10.649,R11.2
1127179,-117.088606,32.594887,OR,5,N,5.31,5.4
1127185,-117.088606,32.594887,ML,5,N,5.31,5.4
1127188,-117.088606,32.594887,FR,5,N,5.31,5.4
1127197,-117.147532,32.712599,FR,5,N,14.857,R14.966
1111510,-117.161759,32.770297,ML,163,S,3.679,4.277
1123078,-117.223779,32.903782,ML,5,N,30.532,R30.641
1123081,-117.223779,32.903782,ML,5,N,30.532,R30.641
1123084,-117.224207,32.905,ML,805,N,28.394,28.543
1123088,-117.214108,32.89479,ML,805,N,27.477,27.626
1123089,-117.214442,32.894604,ML,805,S,27.478,27.627
1125509,-117.071175,32.654412,FF,805,S,8.372,8.521
1125909,-117.214135,32.894808,HV,805,N,27.479,27.628
1125911,-117.214483,32.894631,HV,805,S,27.481,27.63
1125912,-117.214163,32.894826,ML,805,N,27.481,27.63
1125913,-117.214511,32.894648,ML,805,S,27.483,27.632
1126338,-117.114171,32.786224,FR,15,N,6.856,R6.675
1126361,-117.038144,32.578126,ML,805,N,2.354,2.503
1126589,-117.224218,32.905013,HV,805,N,28.395,28.544
1108299,-117.002934,32.77556,ML,125,N,17.02,R15.269
1108300,-117.002934,32.77556,OR,125,N,17.02,R15.269
1108323,-117.010595,32.754413,ML,125,S,16.963,14.56
1108324,-117.010595,32.754413,OR,125,S,16.963,14.56
1108470,-117.253235,32.979908,OR,5,S,36.134,R36.276
1111551,-117.164553,32.761944,ML,8,E,4.313,2.356
1111552,-117.164639,32.762079,ML,8,W,4.311,2.354
1115348,-117.381365,33.203488,ML,5,S,53.658,R53.8
1115368,-117.164523,32.761958,FF,8,E,4.315,2.358
1115380,-117.09492,32.780019,ML,8,E,8.619,6.662
1115420,-117.162041,32.76311,ML,8,E,4.48,2.523
1115521,-117.164653,32.762072,FF,8,W,4.31,2.353
1115528,-117.195193,32.760688,ML,8,W,2.493,R.536
1116593,-116.910225,32.819668,ML,8,E,21.374,R19.417
1116594,-116.910514,32.819741,ML,8,W,21.367,R19.41
1118421,-117.092917,32.622017,ML,5,N,7.201,7.291
1118442,-117.100165,32.639695,ML,5,S,8.489,8.579
1118458,-117.110938,32.671696,ML,5,N,10.795,R10.898
1118775,-117.03769,32.773069,ML,8,E,12.064,10.107
1119653,-117.259314,33.005424,ML,5,S,37.939,R38.081
1120033,-117.067889,32.651582,ML,805,N,8.101,8.25
1121722,-117.503249,33.336536,ML,5,S,65.449,R65.621
1122528,-117.225386,32.897689,ML,5,N,30.099,R30.208
1122601,-117.100176,32.639722,ML,5,S,8.491,8.581
1123064,-117.224416,32.904837,ML,805,S,28.392,28.541
1123069,-117.224665,32.903777,ML,5,S,30.532,R30.641
1123072,-117.224669,32.903791,ML,5,S,30.533,R30.642
1123087,-117.2277,32.888676,ML,5,S,29.465,R29.574
1125879,-117.090366,33.100505,ML,15,S,29.756,R29.509
1126726,-117.224461,32.904889,HV,805,S,28.396,28.545
1126796,-117.591561,33.393542,FR,5,N,72.021,R72.13
1126837,-117.228859,32.877097,HV,5,S,28.666,R28.775
1108383,-117.147113,32.712839,OR,94,E,0.024,1.44
1113948,-117.147097,32.712841,FF,94,E,0.025,1.441
1113950,-117.147113,32.712839,FR,94,E,0.024,1.44
1114261,-117.124841,32.694108,ML,5,S,12.748,R12.851
1115269,-117.202103,32.755488,ML,5,N,19.675,R19.784
1115355,-117.202366,32.755407,ML,5,S,19.676,R19.785
1126222,-117.159014,33.329945,ML,15,N,46.657,R46.4
1126385,-117.203716,32.759167,ML,5,N,19.948,R20.057
1126392,-117.203975,32.759108,ML,5,S,19.947,R20.056
1126395,-117.203983,32.759138,FF,5,S,19.949,R20.058
1126564,-117.107817,32.868194,HV,15,N,12.721,M12.464
1126567,-117.082526,33.092169,HV,15,S,29.022,M28.775
1122678,-117.214442,32.894604,ML,805,S,27.478,27.627
1125896,-117.214469,32.894622,HV,805,S,27.48,27.629
1125897,-117.214497,32.89464,ML,805,S,27.482,27.631
1122685,-117.214135,32.894808,ML,805,N,27.479,27.628
1122712,-117.039655,32.618793,ML,805,S,5.196,5.345
1125777,-117.214135,32.894808,HV,805,N,27.479,27.628
1125780,-117.214163,32.894826,ML,805,N,27.481,27.63
1126648,-117.071228,32.65447,FR,805,S,8.377,8.526
1114119,-117.209753,32.845641,ML,52,W,1.887,1.887
1121767,-117.164827,33.406971,ML,15,S,52.338,R52.091
1121809,-117.051468,32.853459,ML,52,W,11.651,11.651
1126579,-117.07319,32.850718,ML,52,W,10.301,10.301
1114100,-117.147511,32.709969,ML,5,N,14.676,R14.779
1114153,-117.133778,32.841164,ML,52,W,6.59,6.59
1114276,-117.149612,32.723004,ML,5,N,15.595,R15.704
1114283,-117.217482,32.80859,ML,5,S,23.541,R23.65
1114318,-117.150182,32.723198,ML,5,S,15.628,R15.737
1114333,-117.042036,32.560986,ML,805,N,1.151,1.3
1114356,-117.042316,32.561025,ML,805,S,1.151,1.3
1114566,-117.101856,32.779156,ML,8,W,8.21,6.253
1114648,-117.226773,32.909198,ML,805,N,28.661,28.81
1114649,,,ML,805,S,28.662,28.811
1114659,-117.226021,32.908533,ML,5,N,30.891,R31
1114708,-117.046883,32.551885,ML,5,S,1.21,1.3
1114709,-117.049868,32.553384,ML,5,N,1.412,1.502
